title,author,price,description,author_description,genres,n_ratings,n_reviews,ratings,pages_format,publication_info,literary_awards,original_title,series,characters,format,published,isbn,language,setting
Promises in Death,J.D. Robb,9.99,"Amarylis Coltraine may have recently transferred to the New York City police force from Atlanta, but she's been a cop long enough to know how to defend herself against an assailant. When she's taken down just steps away from her apartment, killed with her own weapon, for Eve the victim isn't just 'one of us.'Dallas's friend Chief Medical Examiner Morris and Coltraine had started a serious relationship, and from all accounts the two were headed for a happy future together. But someone has put an end to all that. After breaking the news to Morris, Eve starts questioning everyone from Coltraine's squad, informants, and neighbors, while Eve's husband, Roarke, digs into computer data on Coltraine's life back in Atlanta. To their shock, they discover a connection between this case and their own painful, shadowy pasts.The truth will need to be uncovered one layer at a time, starting with the box that arrives at Cop Central addressed to Eve containing Coltraine's guns, badge, and a note from her killer: 'You can have them back. Maybe someday soon, I'll be sending yours to somebody else.'But Eve Dallas doesn't take too kindly to personal threats, and she is going to break this case, whatever it takes. And that's a promise.","J.D. Robb is the author of the #1 New York Times bestselling In Death series and the pseudonym for #1 New York Times bestselling author Nora Roberts. The futuristic suspense series stars Eve Dallas, a New York City police lieutenant with a dark past. Initially conceived as a trilogy, readers clamored for more of Eve and the mysterious Roarke. Forgotten in Death (St. Martin's Press, September 2021) is the 53rd entry in the series. ","['Mystery', 'Romance', 'Crime', 'Romantic Suspense', 'Fiction', 'Futuristic', 'Suspense', '...more']",36812.0,1112.0,"[182.0, 480.0, 3762.0, 11911.0, 20477.0]","352 pages, Hardcover","First published February 24, 2009",['RITA Award by Romance Writers of America Nominee for Romantic Suspense (2010)'],Promises in Death,['In Death'],"['Eve Dallas', 'Roarke (In Death series)', 'Delia Peabody', 'Ryan Feeney', 'Charlotte Mira', 'Ian McNab', 'Jack Whitney', 'Mavis Freestone', 'Louise Dimatto', 'Nadine Furst', 'Lawrence Charles Summerset', 'Leonardo (In Death series)', 'Charles Monroe', 'Trina (In Death series)', 'Adrian', 'David Baxter', 'Troy Trueheart', 'Bella Eve', 'Callendar', 'Wilson Buckley', 'Jenkinson', 'Dennis Mira', 'Galahad (In Death series)', 'Li Morris']","352 pages, Hardcover","March 24, 2009 by Putnam",9780399155482 (ISBN10: 0399155481),English,"['New York City, New York']"
"Bizenghast, Volume 6",M. Alice LeGrow,0.0,"Dinah may be back on track to taking care of her nightly tasks, but as the final vaults approach, these tasks are becoming increasingly difficult, and evermore deadly. Dinah's transformation from frightened and disturbed girl to courageous young woman is nearly complete, but more things haunt the Mausoleum than just unhappy spirits, and the horrifying story behind Vincent's secret research may finally be revealed.","M. Alice LeGrow is a female manga-influenced alternate comic book artist best known for her original English-language manga series Bizenghast. From the Savannah College of Art and Design, she earned a Bachelor of Fine Arts in Sequential Art.As a young girl, Mary Alice LeGrow was not interested in comics since she grew up in Weisbaden, Germany where comics were not readily available. In her freshman year of high school, she discovered comics and anime. She enjoyed manga because it was not ""the regular colorful spandex superhero fare"". She heard about Tokyopop's Rising Stars of Manga competition from a friend at the 2003 Otakon, an anime convention in Baltimore, Maryland. On the drive from the convention and with eleven days before the deadline, she chose a short story she had written named ""Nikolai"", because of its ""simple but engaging plot that had a definite start and finish."" She renamed the main character, Sally Notch, after a road sign called ""Notch Road"" and based her character design on a model in a Gothic & Lolita Bible. Because the story was ten pages longer than the twenty-page limit, she rewrote it and also altered Sally's hair and clothes ""to make her more interesting"". ""Nikolai"" won a runner-up place in the competition and was published in the 2003 Rising Stars of Manga anthology. Along with a monetary prize, LeGrow won a chance to potientally have a manga series published by Tokyopop. The editors liked the series she proposed, Bizenghast, and she became the second Rising Stars of Manga winner to have a manga series published by Tokyopop.From Wikipedia, the free encyclopedia","['Manga', 'Graphic Novels', 'Horror', 'Fantasy', 'Comics', 'Supernatural', 'Young Adult', '...more']",613.0,25.0,"[3.0, 17.0, 123.0, 184.0, 286.0]","182 pages, Paperback","First published January 1, 2009",,Bizenghast Volume 6,['Bizenghast'],"['Edaniel', 'Edrear']","182 pages, Paperback","August 4, 2009 by TokyoPop",9781427815361 (ISBN10: 1427815364),English,"['Bizenghast, Massachusetts']"
Ever,Gail Carson Levine,7.99,"Falling in love is never easy, but falling in love with an immortal god while your days on earth are numbered is almost more than a young girl can bear.Newbery Honor author Gail Carson Levine has created a stunning new world of flawed gods, unbreakable vows, and ancient omens in this spellbinding story of Kezi, a girl confronted with a terrible destiny. Attempting to thwart her fate, Kezi and her love, Olus—the god of wind and loneliness—embark on a series of dangerous and seemingly impossible quests.","Just letting you all know: I'm only going to review books I love. There's enough negative criticism without me piling on. A book is too hard to write.Gail Carson Levine grew up in New York City and began writing seriously in 1987. Her first book for children, Ella Enchanted, was a 1998 Newbery Honor Book. Levine's other books include Fairest; Dave at Night, an ALA Notable Book and Best Book for Young Adults; The Wish; The Two Princesses of Bamarre; and the six Princess Tales books. She is also the author of the nonfiction book Writing Magic: Creating Stories That Fly and the picture book Betsy Who Cried Wolf, illustrated by Scott Nash. Gail, her husband, David, and their Airedale, Baxter, live in a 1790 farmhouse in the Hudson River Valley of New York State.","['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Fiction', 'Middle Grade', 'Mythology', '...more']",21586.0,1819.0,"[930.0, 2981.0, 7006.0, 6234.0, 4435.0]","244 pages, Hardcover","First published May 1, 2008",,Ever,,"['Kezi', 'Olus']","244 pages, Hardcover","May 6, 2008 by HarperCollins",9780061229626 (ISBN10: 0061229628),English,
The Bondage Breaker,Neil T. Anderson,9.22,>The Bondage Breaker leads readers away from the shadows and shackles in their lives and toward the freedom that comes when they    realize they have the right to be free   confront the power of Satan   fight the temptation to do it their way   trade deception for grace   affirm their identity in Christ  ,"NEIL T. ANDERSON is founder and president of Freedom in Christ Ministries. He was formerly the chairman of the Practical Theology Department at Talbot School of Theology. He holds five degrees from Talbot, Pepperdine University and Arizona State University and Arizona State University and has authored several bestselling books on spiritual freedom, including Victory Over the Darkness and The Bondage Breaker.","['Christian', 'Christian Living', 'Nonfiction', 'Christianity', 'Religion', 'Faith', 'Counselling', '...more']",8351.0,258.0,"[220.0, 365.0, 1238.0, 2237.0, 4291.0]","302 pages, Paperback","First published January 1, 1990",,The Bondage Breaker®,,,"302 pages, Paperback","July 1, 2000 by Harvest House Publishers",9780736902410 (ISBN10: 0736902414),English,
Vurt,Jeff Noon,11.99,"Vurt is a feather--a drug, a dimension, a dream state, a virtual reality. It comes in many colors: legal Blues for lullaby dreams. Blacks, filled with tenderness and pain, just beyond the law. Pink Pornovurts, doorways to bliss. Silver feathers for techies who know how to remix colors and open new dimensions. And Yellows--the feathers from which there is no escape.The beautiful young Desdemona is trapped in Curious Yellow, the ultimate Metavurt, a feather few have ever seen and fewer still have dared ingest. Her brother Scribble will risk everything to rescue his beloved sister. Helped by his gang, the Stash Riders, hindered by shadowcops, robos, rock and roll dogmen, and his own dread, Scribble searches along the edges of civilization for a feather that, if it exists at all, must be bought with the one thing no sane person would willingly give.","Jeff Noon is a novelist, short story writer and playwright whose works make extensive use of wordplay and fantasy.He studied fine art and drama at Manchester University and was subsequently appointed writer in residence at the city's Royal Exchange theatre. But Noon did not stay too long in the theatrical world, possibly because the realism associated with the theatre was not conducive to the fantastical worlds he was itching to invent. While working behind the counter at the local Waterstone's bookshop, a colleague suggested he write a novel. The result of that suggestion, Vurt, was the hippest sci-fi novel to be published in Britain since the days of Michael Moorcock in the late sixties.Like Moorcock, Noon is not preoccupied with technology per se, but incorporates technological developments into a world of magic and fantasy. As a teenager, Noon was addicted to American comic heroes, and still turns to them for inspiration. He has said that music is more of an influence on his writing than novelists: he 'usually writes to music', and his record collection ranges from classical to drum'n'bass.","['Science Fiction', 'Fiction', 'Cyberpunk', 'Fantasy', 'Dystopia', 'Speculative Fiction', 'Novels', '...more']",9696.0,677.0,"[189.0, 571.0, 1740.0, 3327.0, 3869.0]","352 pages, Paperback","First published January 1, 1993",['Arthur C. Clarke Award (1994)'],Vurt,['Vurt'],,"352 pages, Paperback","January 1, 1994 by Pan",9780330338813 (ISBN10: 0330338811),English,
Erewhon,Samuel Butler,0.99,"In this novel, Butler satirically describes a utopian society, using the civilization of 'Erewhon' ('nowhere,' scrambled) to satirize beliefs popular in the England of his day. Butler wrote a sequel to the novel, Erewhon Revisited.","For the author of Hudibras, see Samuel Butler.Samuel Butler was an iconoclastic Victorian author who published a variety of works, including the Utopian satire Erewhon and the posthumous novel The Way of All Flesh, his two best-known works, but also extending to examinations of Christian orthodoxy, substantive studies of evolutionary thought, studies of Italian art, and works of literary history and criticism. Butler also made prose translations of The Iliad and The Odyssey which remain in use to this day.See also: Samuel H. Butcher, Anglo-Irish classicist, who also undertook prose translations of Homer's works (in collaboration with Andrew Lang.","['Fiction', 'Classics', 'Science Fiction', 'Fantasy', '19th Century', 'Dystopia', 'Literature', '...more']",3993.0,431.0,"[176.0, 654.0, 1550.0, 1068.0, 545.0]","272 pages, Paperback","First published January 1, 1872",,"Erewhon: or, Over the Range",['Erewhon'],,"272 pages, Paperback","September 13, 2000 by Adamant Media Corporation",9780543899460 (ISBN10: 0543899462),English,['Erewhon']
Full Measures,Rebecca Yarros,0.0,"A new adult novel from Entangled's Embrace imprint...Three knocks can change everything… ""She knew. That’s why Mom hadn’t opened the door. She knew he was dead."" Twenty years as an army brat and Ember Howard knew, too. The soldiers at the door meant her dad was never coming home. What she didn’t know was how she would find the strength to singlehandedly care for her crumbling family when her mom falls apart.  Then Josh Walker enters her life. Hockey star, her new next-door neighbor, and not to mention the most delicious hands that insist on saving her over and over again. He has a way of erasing the pain with a single look, a single touch. As much as she wants to turn off her feelings and endure the heartache on her own, she can’t deny their intense attraction. Until Josh’s secret shatters their world. And Ember must decide if he’s worth the risk that comes with loving a man who could strip her bare.","Rebecca Yarros is a hopeless romantic and coffee addict. She is the New York Times bestselling author of over twenty novels, including Fourth Wing, The Last Letter and The Things We Leave Unfinished. She’s also the recipient of the Colorado Romance Writer’s Award of Excellence for Eyes Turned Skyward. Rebecca loves military heroes and has been blissfully married to hers for over twenty years. A mother of six, she is currently surviving the teenage years with all four of her hockey-playing sons.Want to know about Rebecca’s next release? Check her out online at www.rebeccayarros.com.","['Romance', 'New Adult', 'Military Fiction', 'College', 'Sports', 'Contemporary', 'Contemporary Romance', '...more']",30108.0,2352.0,"[335.0, 1062.0, 4741.0, 11146.0, 12824.0]","374 pages, Kindle Edition","First published February 10, 2014",['Goodreads Choice Award Nominee for Debut Goodreads Author (2014)'],Full Measures,['Flight & Glory'],,"374 pages, Kindle Edition","February 10, 2014 by Entangled: Embrace",,English,
Dominion,Bentley Little,4.99,"His attempts at fitting in at a new school complicated by disturbing dreams, Dion Semele befriends Penelope Daneam, an orphan who has been raised by nuns, and the two become catalysts for a reign of incredible terror. Reissue.","Bentley Little is an American author of numerous horror novels. He was discovered by Dean Koontz.Little was born one month after his mother attended the world premiere of Psycho. He published his first novel, The Revelation, with St. Martin's Press in 1990. After reading it, Stephen King became a vocal fan of Little's work, and Little won the Bram Stoker Award for ""Best First Novel"" in 1990. He moved to New American Library for his next two novels, but was dropped from the company after he refused to write a police procedural as his next novel. He eventually returned to New American Library, with whom he continues to publish his novels.Little has stated on several occasions that he considers himself a horror novelist, and that he writes in the horror genre, not the ""suspense"" or ""dark fantasy"" genres. He is an unabashed supporter of horror fiction and has been described as a disciple of Stephen King.","['Horror', 'Fiction', 'Fantasy', 'Mythology', 'Witches', 'Paranormal', 'Adult', '...more']",1587.0,100.0,"[40.0, 138.0, 467.0, 500.0, 442.0]","416 pages, Paperback","First published March 1, 1996",,Dominion,,,"416 pages, Paperback","March 1, 1996 by Signet",9780451187482 (ISBN10: 0451187482),English,
The Violet Fairy Book,Andrew Lang,2.99,"Roumania, Japan, Serbia, Lithuania, Africa, Portugal, and Russia are among the sources of these 35 stories that tell of a haunted forest, chests of gold coins, a magical dog, and a man who outwits a dragon. Perhaps the best English versions available of these classic stories. 74 illustrations.","Tales of the Scottish writer and anthropologist Andrew Lang include 
The Blue Fairy Book
 (1889).Andrew Gabriel Lang, a prolific Scotsman of letters, contributed poetry, novels, literary criticism, and collected now best folklore. The Young Scholar and JournalistAndrew Gabriel Lang, the son of the town clerk and the eldest of eight children, lived in Selkirk in the Scottish borderlands. The wild and beautiful landscape of childhood greatly affected the youth and inspired a lifelong love of the outdoors and a fascination with local folklore and history. Charles Edward Stuart and Robert I the Bruce surrounded him in the borders, a rich area in history. He later achieved his literary 
Short History of Scotland
. A gifted student and avid reader, Lang went to the prestigious Saint Andrews University, which now holds a lecture series in his honor every few years, and then to Balliol College, Oxford. He later published 
Oxford: Brief Historical and Descriptive Notes
 about the city in 1880. Moving to London at the age of 31 years in 1875 as an already published poet, he started working as a journalist. His dry sense of humor, style, and huge array of interests made him a popular editor and columnist quickly for The Daily Post, Time magazine and Fortnightly Review. Whilst working in London, he met and married Leonore Blanche Alleyne, his wife.Interest in myths and folklore continued as he and Leonore traveled through France and Italy to hear local legends, from which came the most famous 
The Rainbow Fairy Books
. In the late 19th century, interest in the native stories declined and very few persons recounting them for young readers. In fact, some educationalists attacked harmful magical stories in general to children. To challenge this notion, Lang first began collecting stories for the first of his colored volumes. Lang gathered already recorded stories, while other folklorists collected stories directly from source. He used his time to collect a much greater breadth over the world from Jacob Grimm, his brother, Madame d'Aulnoy, and other less well sources. Lang also worked as the editor, often credited as its sole creator for his work despite the essential support of his wife, who transcribed and organised the translation of the text, to the success. He published to wide acclaim. The beautiful illustrations and magic captivated the minds of children and adults alike. The success first allowed Lang and Leonore to carry on their research and in 1890 to publish a much larger print run of 
The Red Fairy Book
, which drew on even more sources. Between 1889 and 1910, they published twelve collections, which, each with a different colored binding, collected, edited and translated a total of 437 stories. Lang, credited with reviving interest in folklore, more importantly revolutionized the Victorian view and inspired generations of parents to begin reading them to children once more. Last WorksLang produced and at the same time continued a wide assortment of novels, literary criticism, articles, and poetry. As Anita Silvey, literary critic, however, noted, ""The irony of Lang's life and work is that although he wrote for a profession... he is best recognized for the works he did not write,"" the folk stories that he collected. He finished not the last 
Highways and Byways of the Border
 but died. ","['Fantasy', 'Fairy Tales', 'Classics', 'Fiction', 'Childrens', 'Short Stories', 'Folklore', '...more']",1492.0,55.0,"[25.0, 45.0, 311.0, 461.0, 650.0]","388 pages, Paperback","First published January 1, 1901",,The Violet Fairy Book,,,"388 pages, Paperback","June 1, 1966 by Dover Publications",9780486216751 (ISBN10: 0486216756),English,
The Glass Apple,Robert J. Franks,0.0,"For orphans Jason, Kylie and Anna, magic was not a word that featured largely in their lives. At least, not until their american grandfather took them in. A comical old man with a name to match. Ethelbert Gobswistle. A magical campervan called Edsel transports them up to Yorkshire, where, in a bungalow called Cookiecrumb, they meet Gobswistle's friend, a black plastic Christmas Fairy called Etain. Rambunctious, authoritative and opinionated, she brooks no nonsense from either the children or the old man. And gradually, the small group becomes a family. But an ancient mythical witch, The Medb, pursues the old man and his family. She seeks his source of magic, the Anguinum, a powerful crystal carved to resemble a green glass apple shaped bowl. As they flee from her wrath, they seek the help of the Gwyllion, ancient fairies, who tell them they need three magical books in order to stop the ancient witch. But the books are hidden in the past. . .",,"['Paranormal', 'Fiction']",68.0,20.0,"[5.0, 7.0, 18.0, 21.0, 17.0]","301 pages, Kindle Edition","First published May 19, 2011",,,['The Glass Apple'],,"301 pages, Kindle Edition",,,English,['England']
#Player,Cambria Hebert,0.0,"Players gotta play.Hate is like a poison. It contaminates everything.So does doubt.Even though I deny what I overheard, even though I insist it isn’t true, the seed of doubt has been planted. I can’t help but be tormented with the endless what-if’s that have taken over our lives.Romeo and I were happy in love. The future stretched before us brighter than any star in the darkest sky. Now everything is broken. Literally broken. Romeo’s entire career is at stake, my entire future is threatened… and my past?It’s coming back to haunt me.To haunt us.Romeo says we’re in this together and right now the only sure thing is us. But how far can a love so new be pushed? The lengths we will have to go to save each other puts everything at risk.Romeo is a #player but how much of the game can one person play?","Cambria Hebert is a bestselling novelist of more than fifty titles. She went to college for a bachelor’s degree, couldn’t pick a major, and ended up with a degree in cosmetology. So rest assured her characters will always have good hair.Besides writing, Cambria loves a pumpkin spice latte, staying up late, sleeping in, and watching K drama until her eyes won’t stay open. She considers math human torture and has an irrational fear of chickens (yes, chickens). You can often find her running on the treadmill (she’d rather be eating a donut), painting her toenails (because she bites her fingernails), or walking her chihuahuas (the real bosses of the house).Cambria has written in many genres, including new adult, sports romance, male/male romance, sci-fi, thriller, suspense, contemporary romance, and young adult. Many of her titles have been translated into foreign languages and have been the recipients of multiple awards.Awards Cambria has received include:Author of the Year 2016 (UtopiaCon2016)The Hashtag Series: Best Contemporary Series of 2015 (UtopiaCon 2015)#Nerd: Best Contemporary Book Cover of 2015 (UtopiaCon 2015)Romeo from the Hashtag Series: Best Contemporary Lead (UtopiaCon 2015)#Nerd: Top 50 Summer Reads (Buzzfeed.com 2015)The Hashtag Series: Best Contemporary Series of 2016 (UtopiaCon 2016)#NERD Book Trailer: Best Book Trailer of 2016 (UtopiaCon 2016)#Nerd Book Trailer: Top 50 Most Cinematic Book Trailers of All Time (film-14.com)#Nerd: Book Most Wanted to be Adapted to Screen: (2018)Amnesia: Mystery Book of the Year (2018)Cambria Hebert owns and operates Cambria Hebert Books, LLC.You can find out more about Cambria and her titles by visiting her website:http://www.cambriahebert.comEmail: cambriahebert@rocketmail.comFacebook: http://smarturl.co/CambriaHebertFanpageTwitter: https://twitter.com/cambriahebertPinterest: https://pinterest.com/cambriahebert/p...Instagram: https://www.instagram.com/cambriahebert GoodReads: http://www.goodreads.com/author/show/...Amazon: http://tinyurl.com/amazoncambria Newsletter subscription: http://eepurl.com/bUL5_5 Share Squad sign up: http://bit.ly/sharesquad ","['New Adult', 'Romance', 'Sports', 'College', 'Sports Romance', 'Contemporary', 'Contemporary Romance', '...more']",8872.0,799.0,"[62.0, 234.0, 1260.0, 3100.0, 4216.0]",ebook,"First published March 6, 2015",,#Player,['Hashtag'],,ebook,"March 9, 2015",,English,
"Batman, Volume 6: Graveyard Shift",Scott Snyder,9.99,"In the wake of the death of his son Damian, Batman is in danger of losing his humanity. However, the foes of this grief-ridden Dark Knight mean to strike him when he's at his weakest. Has Batman's worst foe become... Bruce Wayne?Plus, three pivotal chapters from the epic ZERO YEAR storyline! From the critically acclaimed, New York Times #1 best-selling creative team of Scott Snyder and Greg Capullo comes the next genre-defining graphic novel in their monumental run.Collects: Batman #0, 18-20, 28, 34, and Annual #2.","Scott Snyder is the Eisner and Harvey Award winning writer on DC Comics Batman, Swamp Thing, and his original series for Vertigo, American Vampire. He is also the author of the short story collection, Voodoo Heart, published by the Dial Press in 2006. The paperback version was published in the summer of 2007. ","['Graphic Novels', 'Comics', 'Batman', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Superheroes', '...more']",6114.0,439.0,"[51.0, 462.0, 2317.0, 2125.0, 1159.0]","224 pages, Hardcover","First published May 5, 2015",,"Batman, Volume 6: Graveyard Shift",['Batman (2011)'],"['Harper Row', 'Clayface (Basil Karlo)', 'Bruce Wayne']","224 pages, Hardcover","May 5, 2015 by DC Comics",9781401252304 (ISBN10: 1401252303),English,
Halflings,Heather Burch,0.0,"After being inexplicably targeted by an evil intent on harming her at any cost, seventeen-year-old Nikki finds herself under the watchful guardianship of three mysterious young men who call themselves halflings. Sworn to defend her, misfits Mace, Raven, and Vine battle to keep Nikki safe while hiding their deepest secret---and the wings that come with. A growing attraction between Nikki and two of her protectors presents a whole other danger. While she risks a broken heart, Mace and Raven could lose everything, including their souls. As the mysteries behind the boys' powers, as well as her role in a scientist's dark plan, unfold, Nikki is faced with choices that will affect the future of an entire race of heavenly beings, as well as the precarious equilibrium of the earthly world.", Heather Burch is a #1 Amazon bestselling author whose books have been translated around the world. She writes upmarket women's fiction novels that explore what it means to be a family. Her books have sold over half a million copies worldwide. Heather also writes edge of your seat paranormal YA novels about swoon-worthy angels. Her Halflings series is a #1 New Release. https://www.goodreads.com/book/show/4...,"['Angels', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Urban Fantasy', '...more']",3063.0,464.0,"[168.0, 328.0, 696.0, 856.0, 1015.0]","288 pages, Hardcover","First published January 17, 2012",,Halflings,['Halflings'],"['Raven', 'Mace', 'Nicole ""Nikki"" Youngblood', 'Vine']","288 pages, Hardcover","January 28, 2012 by Blink",9780310728184 (ISBN10: 0310728185),English,
Broken Play,Samantha Kane,5.99,"Birmingham Rebels offensive linemen Beau Perez and Cass Zielinski are inseparable, on and off the field. Cass, the captain with the cowboy swagger, is a loose cannon. Beau, the veteran tight end, is cool under pressure. And ever since they were caught on tape in a steamy threesome, their exploits have fueled more than a few tabloid headlines—and naughty fantasies.Marian Treadwell knows all about the video. And now that she’s the Rebels’ new assistant offensive coach, she can’t look at Beau and Cass without picturing their hard, naked bodies—with her pressed in between. Marian would like nothing more than to indulge those impulses, but she knows better than to get too close to her players, a bunch of adrenaline-fueled alpha males who don’t always follow the rules.Just the thought of sharing the gorgeous yet guarded Marian drives Cass wild. At first, Beau isn’t sure she’s right for them . . . and lately, all he desires is a little alone time with Cass to explore their new intimacy. But it’s only a matter of time before Cass breaks through both of their defenses. Because when seduction is the game plan, he always plays to win.","Samantha Kane lives in North Carolina with her husband and three children, two boys and one girl. With a master’s degree in American history, she spent seven years as a high school history teacher before becoming a full-time writer and mom.Series:THE BIRMINGHAM REBELSBROTHERS IN ARMSTHE SAINT'S DEVILSTHE 93RD HIGHLANDERSMERCURY RISING","['Sports', 'Menage', 'Romance', 'M M F', 'Erotica', 'Contemporary', 'Sports Romance', '...more']",1029.0,252.0,"[42.0, 107.0, 251.0, 367.0, 262.0]","235 pages, ebook","First published September 1, 2015",,Broken Play,['Birmingham Rebels'],,"235 pages, ebook","September 1, 2015 by Loveswept",9781101883600 (ISBN10: 110188360X),English,
Madeleine Takes Command,Ethel C. Brill,7.95,"Madeleine Verchère's story is based on a true account of colonial French Canada of the 1690's. Harassed by Iroquois, the Verchère family's fort must keep a continual guard. Fourteen-year-old Madeleine is left alone with two younger brothers and few others when the Indians attack. We follow the brave and determined stratagems of Madeleine and her small circle. Madeleine's youthful leadership, especially of her brothers, will win the reader's admiration.Canada, 1692.RL6Of read-aloud interest ages 8-up","Ethel Claire Brill was educated at the University of Minnesota, and even then was a book reviewer for a local newspaper, a precursor of her lifelong interest in books and media.","['Historical Fiction', 'Fiction', 'Childrens', 'School', 'Canada', 'Historical', 'Young Adult', '...more']",1071.0,81.0,"[24.0, 65.0, 308.0, 379.0, 295.0]","202 pages, Paperback","First published January 1, 1946",,Madeleine Takes Command (Living History Library),,,"202 pages, Paperback","April 1, 1996 by Bethlehem Books",9781883937171 (ISBN10: 1883937175),English,"['Quebec (Québec)', 'Canada']"
"Phoenix, Vol. 2: Future",Osamu Tezuka,9.99,"First published in the 1960s, Phoenix remains relevant today. Civilization has gone underground after several nuclear wars. Masato, a resident of the underground capital of Tokyo, is discovered owning an outlawed alien animal with hallucinogenic properties. Fleeing for his life, he learns the secret of the Phoenix as the world veers toward Armageddon.","Dr. Osamu Tezuka (
手塚治虫
) was a Japanese manga artist, animator, producer and medical doctor, although he never practiced medicine. Born in Osaka Prefecture, he is best known as the creator of Astro Boy and Kimba the White Lion. He is often credited as the ""Father of Anime"", and is often considered the Japanese equivalent to Walt Disney, who served as a major inspiration during his formative years. His prolific output, pioneering techniques, and innovative redefinitions of genres earned him such titles as ""the father of manga"" and ""the God of Manga.""","['Manga', 'Comics', 'Graphic Novels', 'Fantasy', 'Science Fiction', 'Fiction', 'Japanese Literature', '...more']",845.0,53.0,"[1.0, 21.0, 117.0, 254.0, 452.0]","304 pages, Paperback","First published January 1, 1967",,"Phoenix, Volume 2: Future",['Phoenix'],,"304 pages, Paperback","December 14, 2004 by VIZ Media LLC",9781591166085 (ISBN10: 159116608X),English,
The Owl Who Was Afraid of the Dark,Jill Tomlinson,8.12,"Plop the baby barn owl has a large appetite and adventurous spirit, but is, of all things, afraid of the dark. This is the story of how, with the help of some kind people, he discovers how wonderful the dark can be.","Jill Tomlinson never intended to be a writer. She trained as an opera singer, and then decided to have a family whilst her voice matured. But illness intervened, and she had to find another outlet for her energies. She started on a journalism course, and by the third lesson decided she wanted to write for children. So she did! Jill Tomlinson’s animal stories are much-loved and have been best-selling children’s books for nearly four decades.","['Childrens', 'Picture Books', 'Animals', 'Fiction', 'Novels', 'Adventure', 'School', '...more']",3476.0,293.0,"[39.0, 101.0, 526.0, 1088.0, 1722.0]","95 pages, Paperback","First published January 1, 1968",,The Owl Who Was Afraid of the Dark,,,"95 pages, Paperback","January 1, 2004 by Egmont UK",9780749707958 (ISBN10: 074970795X),English,
The Tattooist of Auschwitz,Heather   Morris,0.0,"The incredible story of the Auschwitz-Birkenau tattooist and the woman he loved.Lale Sokolov is well-dressed, a charmer, a ladies’ man. He is also a Jew. On the first transport from Slovakia to Auschwitz in 1942, Lale immediately stands out to his fellow prisoners. In the camp, he is looked up to, looked out for, and put to work in the privileged position of Tätowierer– the tattooist – to mark his fellow prisoners, forever. One of them is a young woman, Gita, who steals his heart at first glance.His life given new purpose, Lale does his best through the struggle and suffering to use his position for good. This story, full of beauty and hope, is based on years of interviews author Heather Morris conducted with real-life Holocaust survivor and Auschwitz-Birkenau tattooist Ludwig (Lale) Sokolov. It is heart-wrenching, illuminating, and unforgettable.","I am a Native of New Zealand now resident in Australia, working in a large public hospital in Melbourne. For several years I studied and wrote screenplays, one of which was optioned by an academy award winning Screenwriter in the U.S. In 2003, I was introduced to an elderly gentleman ""who might just have a story worth telling"". The day I met Lale Sokolov changed my life, as our friendship grew and he embarked on a journey of self scrutiny, entrusting the inner most details of his life during the Holocaust. I originally wrote Lale's story as a screenplay - which ranked high in international competitions - before reshaping it into my debut novel, The Tattooist of Auschwitz.","['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Holocaust', 'Romance', '...more']",921746.0,56289.0,"[10089.0, 25665.0, 111019.0, 304753.0, 470220.0]","288 pages, Hardcover","First published January 11, 2018","['Audie Award for Fiction (2019)', 'Goodreads Choice Award Nominee for Historical Fiction and for Debut Author (2018)']",The Tattooist of Auschwitz,['The Tattooist of Auschwitz'],"['Lale Sokolov', 'Gita Sokolov']","288 pages, Hardcover","January 11, 2018 by Zaffre",9781785763649 (ISBN10: 1785763644),English,"['Krompachy', 'Oświęcim (Auschwitz)']"
